cid,text,llm_theme_summ,llm_theme_theme,lda_topic_id,lda_topic_keywords,bert_topic_keywords,bert_topic_name,lda_keywords_llm_truth,bert_keywords__llm_truth,llm_theme_llm_truth,llm_summ_llm_truth,lda_keywords_human_truth,bert_keywords_human_truth,llm_theme_human_truth,llm_summ_human_truth,,,,
bafyreigfrxevxosy2tnw7t6qoyhlqp25pdp6k4ouuu4fc2ztw4gx5dtuey,"The problem with terraforming Earth to reverse the effects of climate change is that there's not one single authority deciding what we get to do, and most people are afraid of geoengineering proposals.

BUT, if we wanted to we absolutely could reverse the effects of climate change in our lifetimes.",Starry night preservation,Science under attack,3,"climate, change, real, believe, feel",,-1_clean energy_social_green_bsky social,TRUE,FALSE,TRUE,FALSE,Yes,No,No,No,,,,
bafyreiffl2nvzl7lfrwrztp7x37ze77xdscdxdob6x42ol64jhcaezehqq,"@ec.europa.eu claims victory in palm oil case: WTO confirms validity of EU climate-based actions in renewable energy dispute brought by Indonesia
policy.trade.ec.europa.eu/news/wto-con...",Climate legal accountability,Climate action collaboration,99,"energy, clean, renewable, green, bill",,-1_clean energy_social_green_bsky social,TRUE,FALSE,TRUE,TRUE,No,No,No,Yes,,,,
bafyreiet5wgh5muovqf6fmsbixxqjfhiezbfs4wekwfp2t34mwxa3inziu,"🛢️Fossil fuels don’t belong in sustainable finance, but loopholes could allow them to sneak in!

Congratulations to @wwf.eu & urgewald for this report on the #SFDR revision suggesting to:
✅ Link new product categories to fossil fuel exclusions
✅ Use existing databases to make implementation effective",Oil's Deceptive Greed,Greenwashing deception,5,"fuel, fossil, industry, stop, company",,-1_clean energy_social_green_bsky social,TRUE,FALSE,TRUE,TRUE,No,No,Yes,No,,,,
bafyreiefrdm6zvlooas6qgq55szyt3hkqs4g7tb3ojsydiiub4uscx7ih4,"2025: Solar, #Battery Energy Storage System (BESS) To Account For 81% New US Capacity Addition

#batterystorage",Renewable energy surge,Renewable Energy Momentum,43,"solar, energy, wind, power, panel","solar, panels, solar energy, solar panels, battery, storage, grid, batteries, solar power, solar panel",0_solar_panels_solar energy_solar panels,TRUE,TRUE,TRUE,TRUE,Yes,Yes,Yes,Yes,,,,
bafyreidxvw3aalx3s3v2vilx3vjle7njyipevpdif6l4zvcqvdukvrhxxm,The archaeology of climate change: a blueprint for integrating environmental and cultural systems www.nature.com/articles/s41...,Climate justice action,Climate legal accountability,3,"climate, change, real, believe, feel","indigenous, archaeological, cultural heritage, native, heritage, alaskabeacon com, alaskabeacon, ceremonies, culture climate, indigenous peoples",73_indigenous_archaeological_cultural heritage_native,FALSE,FALSE,FALSE,TRUE,No,Yes,No,Yes,,,,
bafyreidn6lfdkevafrkw6m5zxtxac5f2ewpjl72i5xhyzpmxutft74dtiy,"How many slaves are necessary? Who knows. Who knows what their mission is. No one is exempt. Those who survive will have to live with climate change, infrastructure decay, pandemics, irreplaceable jobs, loss of rights, biological illnesses, biological warfare and constant fear. No one wins.",Capitalism's climate doom,Climate unease,47,"thing, something, change, climate, actually",,-1_clean energy_social_green_bsky social,FALSE,FALSE,TRUE,TRUE,No,No,No,No,,,,
bafyreig3r3y2fsz2kxz3efabi4456ff33wg3se657plhmkqpwofytumujq,it’s fascinating watching conspiracists / bad faith scientists pull at the unknowns in stuff like ancient geology or climate change to “prove” to their audiences that the whole system is bunk,Science under attack,Science under attack,60,"think, never, start, live, trying","denial, climate denial, denialism, change denial, conspiracy, change hoax, explaining, hoax, deny climate, science",17_denial_climate denial_denialism_change denial,FALSE,TRUE,TRUE,TRUE,No,Yes,Yes,Yes,,,,
bafyreiadohxhmeewk3gooquq3jqjedt5fw7fomqamcgqabc4mfcspfpium,"A Conversation Between Land, Water& Life #Earthday reminds us of the delicate balance that sustains our world. Flowing water beneath a bridge, resilient forests, vibrant plants, and nourishing fruits,each element reflects nature’s beauty and our connection to it. Let’s honor her.🌍 #photography",Starry night preservation,Starry night preservation,40,"climate, yes, change, deforestation, nature",,-1_clean energy_social_green_bsky social,FALSE,FALSE,FALSE,FALSE,Yes,No,No,No,,,,
bafyreigovxpxxfjyy4enoiy6ut2rxbksqjuhkvgjciwmiuh774dojdam4a,"Protesters brought the Vuelta to its knees and could change cycling forever

https://www.newsbeep.com/uk/140994/

Your support helps us to tell the story From reproductive rights to climate change to Big Tech, The…",Climate justice action,Climate justice action,10,"help, http, big, u, climate","transport, transit, bus, sustainable transport, trains, transportation, bike, cycling, public transport, bikes",19_transport_transit_bus_sustainable transport,FALSE,TRUE,TRUE,TRUE,No,Yes,No,No,,,,
bafyreigajn6s7wha3xnfcai3bluxbgfjroim5hso3kualhxdydlot4w7lq,"Jewish Space Lasers, chemtrails nonsense, this - a lot of people thought when the consequences of climate change came to pass, the deniers would be proven wrong - but the conspiracy world (supported by right wing governments and businesses) is setting up new scapegoats for climate disasters.",MAGA Climate Deception,Climate Denial Backlash,3,"climate, change, real, believe, feel",,-1_clean energy_social_green_bsky social,TRUE,FALSE,TRUE,TRUE,Yes,No,Yes,Yes,,,,
bafyreidu26cex2j2qknyz2536uhticocil7hmngyku2fxznve6j53jzjqa,"Climate Denier Richard Tice’s Seat is Second Most Exposed to Global Warming, Says Insurance Giant - DeSmog www.desmog.com/2024/11/27/c...",Insurance Climate Urgency,Insurance Climate Urgency,88,"global, warming, course, ice, half","global warming, warming, global, heatwave, 24hr, heat, nuclear winter, 5c, warming global, temperatures",13_global warming_warming_global_heatwave,FALSE,TRUE,TRUE,TRUE,No,Yes,Yes,Yes,,,,
bafyreihnq2gp7zjrbudahr7pvdutgawuutlqs2ysvrbvxlvnxevnjyhbwu,"📌 The #Olympism365 Summit from 3-5 June with

▪️250+ participants;
▪️from 100+ organisations;
▪️and 70+ countries.

They will discuss how to collaborate, co-invest & launch joint action to advance sustainable development through sport. 

➡️ More:  www.olympics.com/ioc/olympism...

#SportForABetterWorld",Responsible tourism future,Climate action collaboration,7,"development, love, working, free, sustainable",,-1_clean energy_social_green_bsky social,TRUE,FALSE,TRUE,TRUE,Yes,No,No,No,,,,
bafyreiepym5zdc2dhpdda6zgqfg4kjaikp2riwdl6zy7wwzhopgyvzsrgu,"Gift link to WaPo article on #HeatPumps

If your community has not already put a stop to adding more fossil fuel infrastructure like gas piping into new construction than you have a project to work on in 2025.

In Europe, heat pump installers are also facing a wave of misinformation. Last year […]",Clean Energy Push,EV transition barriers,5,"fuel, fossil, industry, stop, company",,-1_clean energy_social_green_bsky social,TRUE,FALSE,FALSE,TRUE,Yes,No,No,Yes,,,,
bafyreidadlxs45qbmjb35wrtouyfcoeqeaeqzmh2nvs6cdkfedrknuweyi,"Interestingly ooh media refused to run this ad paid for by doctors in Perth, raising concerns about fossil fuels’ health harms. Seems like they are pretty captured by fossil fuel interests!",Oil's Deceptive Greed,Fossil fuel deception,5,"fuel, fossil, industry, stop, company",,-1_clean energy_social_green_bsky social,TRUE,FALSE,TRUE,TRUE,Yes,No,Yes,Yes,,,,
bafyreie44bx3uwd6mfsxamp2lkhyrnllzqkinra6nvw3eqpxxzmf7mgfx4,"Everyone remember when all the fossil fuel executives went to Mar-a-Lago, and Trump told them they could have whatever they wanted if they gave him $1 billion for his campaign? Remember that?

Here is the result. This, and killing tax credits for solar, wind, and EVs.",Fossil fuel corruption,Oil's Deceptive Greed,58,"get, epa, gop, remember, corporation","wind solar, wind, windmills, offshore wind, wind farm, energy prices, trump, cheated, halted, windfall tax",41_wind solar_wind_windmills_offshore wind,FALSE,TRUE,TRUE,TRUE,No,No,Yes,Yes,,,,
bafyreib3y3u3wmhk4iguimbndipjmphnczcx3gnu4ijlsoethvpdl244se,"Meanwhile, ""social housing empathic Albo"" has commenced blowing smoke up the collective fundament over their ""plan"" to deal with climate change.",Capitalism's climate doom,Greenwashing deception,22,"climate, change, talk, denier, taking",,-1_clean energy_social_green_bsky social,FALSE,FALSE,FALSE,FALSE,Yes,No,Yes,No,,,,
bafyreiaohkkx6u7kjtvmil3r2liyxykyalcth2rxje6tedlwxvuv3vkbkq,Saying #nuclear energy isn’t #renewable is like saying the sun isn’t renewable. Technically true but a stupid argument #NukeSky,Anti-renewable hypocrisy,Clean Energy Push,83,"high, least, book, saying, kid",,-1_clean energy_social_green_bsky social,FALSE,FALSE,TRUE,TRUE,No,No,Yes,No,,,,
bafyreihyrbebt3oo32lnty7iziikcyo54cwz4jrbeoyl7zpfik3lsadmhy,"I've been down the rabbit hole of pollution in China. It's not safe in most cities, as in it set off alarms at the US embassy. I sat 50/50 real vs propaganda. Some Chinese politicians were caught using AI.",Science under attack,Water pollution crisis,81,"pollution, air, city, show, focus","china, chinese, taiwan, like china, bessent, xi, beijing, treasury, republic, change china",14_china_chinese_taiwan_like china,FALSE,FALSE,FALSE,TRUE,Yes,No,No,No,,,,
bafyreifdkxkglm5ggec5oi7olmd5psifrh4oao7qz3ipjwcdooxebaoifq,"2/2
When""
-Women start dying in hospital ER's and 350 million will watch until a young woman dies of sepsis.
-Federal emp.  will be looking for a new job because we will no longer protect the animals, parks, food, pollution, climate change, stock market fraud, health research, food safety.",Capitalism's climate doom,Science under attack,11,"got, food, business, enough, sustainable",,-1_clean energy_social_green_bsky social,FALSE,FALSE,TRUE,TRUE,No,No,No,Yes,,,,
bafyreia2c5dgygw5jmc6miozov6xe6iuayqoveys7kz4cgic33ca2dcb7q,"Sweet Potato and Goat’s Cheese Hand Pies – Easy Freezer-Friendly Recipe

https://www.diningandcooking.com/2217802/sweet-potato-and-goats-cheese-hand-pies-easy-freezer-friendly-recipe/

Your support helps us to tell the story From reproductive rights to climate change to Big Tech, The Independent …",Independent investigative journalism,Independent investigative journalism,10,"help, http, big, u, climate",,-1_clean energy_social_green_bsky social,FALSE,FALSE,FALSE,FALSE,No,No,No,No,,,,
bafyreic5ml2tk2wnju4todreuiueczqsc7dmu73fec674j7y2btyvm552q,"@TEDxMelbourne #TEDTalkWeek highlight:
Can a cup of coffee change lives? Rebecca Scott, founder of 
@STREAT shows how sustainable choices impact lives, creates jobs for homeless youth & sources coffee ethically. Watch here youtube.com/watch?v=y9aw... #CoffeeWithImpact",Sustainable luxury fashion,Coffee climate crisis,13,"life, planet, human, house, right","coffee, chocolate, cocoa, expensive, beans, bean, plantations, fairtrade, coco, vietnam",76_coffee_chocolate_cocoa_expensive,FALSE,FALSE,TRUE,FALSE,No,No,No,No,,,,
bafyreidwnny2j5wv65up5bqcxde72xflqojiwp23en5th6pqtts4fqbdoi,"I tend to agree with what is said here.

Based on climate change some of our economic powerhouses may not always be.

The great lakes region may become a refuge in the future. 

But maybe that'll take long enough to happen that blue states can use the weapons

mmansour.substack.com/p/how-blue-a...",Fossil fuel deception,Climate unease,39,"always, maybe, full, na, wonder",,-1_clean energy_social_green_bsky social,FALSE,FALSE,TRUE,FALSE,Yes,No,Yes,No,,,,
bafyreideomhg65clafbvdwxknvquoefpklrbezsw5nqvd74t4h5myrxbqq,"Wow, as predicted, wealthy white boomer is a climate change denier hooked on green washing financial support for big oil. 

What a surprise! No one could have predicted this!",Science under attack,Greenwashing deception,69,"save, un, wave, passed, union",,-1_clean energy_social_green_bsky social,FALSE,FALSE,TRUE,TRUE,No,No,Yes,Yes,,,,
bafyreibuyo4lc45uortggrb7qhrp4hrc25nz2phljc5gouamef5fjh5mue,Why electricity tariffs matter for the green energy transition - One Step Off The Grid onestepoffthegrid.com.au/why-electric...,EV transition barriers,EV transition barriers,99,"energy, clean, renewable, green, bill",,-1_clean energy_social_green_bsky social,TRUE,FALSE,FALSE,FALSE,Yes,No,No,No,,,,
bafyreigytyrw64o5mtqwfhuu3yxnxyxy5ldddvzq3de25jxnlsxwpvocna,"Incredibly technical riding today. Yesterday's slush froze overnight, then layered with powder this morning & freezing rain this aftn. Bike lanes inconsistently cleared. Nywy, a little cardio & resistance training, some exhilaration & zero fossil fuels emitted in today's work commute.
#winterbike",Starry night preservation,Water resilience,86,"without, space, road, completely, sustainable","snow, degrees, winter, cold, summer, winters, ski, october, sucks, hot",15_snow_degrees_winter_cold,FALSE,FALSE,FALSE,FALSE,Yes,No,No,No,,,,
bafyreiazawiur7s65q2ufqsavavudbizaw62of6wenlh2xgdqnwtbnypbm,"It's simply not sustainable for party leadership to be this out of step with their base. Either theyre going to get removed after primary season, or trump crushes all opposition",Fascism’s fatal flaws,MAGA Climate Deception,49,"many, money, cause, people, climate",,-1_clean energy_social_green_bsky social,FALSE,FALSE,FALSE,TRUE,No,No,No,No,,,,
bafyreidey4l4momv43gqmtdx3vb3wksc7b34y6oiby4wngpueypoddtv2q,We should never have allowed so many homes to be built in the Wildland-Urban-Interface (WUI) so it’s not surprising the insurance companies are pulling out due to increased projected costs from climate change,Climate-fueled wildfires,Insurance Climate Urgency,17,"due, nation, true, climate, analysis","insurance, insurance companies, premiums, insurers, home insurance, companies, uninsurable, insure, insurance industry, insurance premiums",22_insurance_insurance companies_premiums_insurers,FALSE,TRUE,TRUE,FALSE,No,Yes,Yes,Yes,,,,
bafyreidy5plflboqdhcflf5ow2xss5uwitgxhi5uju6cqqxkolneiyndsy,"In effect, this means no more new oil and gas drilling projects on the Pacific or Atlantic coasts, the eastern Gulf of Mexico, or in parts of the Bering Sea. This places a permanent, tight cap on oil companies’ ability to expand. (3/10)",Corporate Climate Accountability,Resource expansion drilling,36,"oil, drilling, gas, price, trump","drilling, oil drilling, drill, oil, drilling oil, drilling mining, baby drill, drill baby, gas drilling, alaska",6_drilling_oil drilling_drill_oil,TRUE,TRUE,TRUE,TRUE,Yes,No,Yes,Yes,,,,
bafyreihab5mbqbs7rkeb2euk6ogzzlxgz5oj2xbkabutm45n43yqoq3lnm,"The Fossil Fuel companies stole our future. They are to blame for the burning of L.A.
www.ucsusa.org/climate/acco...",Oil's Deceptive Greed,Fossil fuel deception,5,"fuel, fossil, industry, stop, company",,-1_clean energy_social_green_bsky social,TRUE,FALSE,TRUE,TRUE,Yes,No,No,Yes,,,,
bafyreigxq3z2bjplhr4dyow3oi3bulaqxj373yuxsynyjd4et2osa6g6sm,World: How aid cuts could make vulnerable communities even less resilient to climate change #Refugees,Climate injustice exposed,Climate migration crisis,48,"climate, said, change, forward, talking",,-1_clean energy_social_green_bsky social,FALSE,FALSE,TRUE,TRUE,No,No,Yes,Yes,,,,
bafyreibksv6643iiwa3aexosqzulycybcuy7bwpjp4tt3trelgdolpizsm,"Sometimes I'll make wee hardwood obelisks for body jewlery shops to display their beautiful merchandise on!
#hardwood #bodyjewelry #retaildisplay #bodypiercing #threadlessends",Climate legal accountability,Climate legal accountability,67,"make, look, profit, sense, tool","fashion, sustainable fashion, cutt ly, cutt, eco friendly, eco, clothing, sustainablefashion, friendly, shop",29_fashion_sustainable fashion_cutt ly_cutt,FALSE,FALSE,FALSE,FALSE,Yes,Yes,No,No,,,,
bafyreiga4bu7imzcq7cxu6nnzulmc2d7tuzebyjdjlo7o5iw2qzdq6hlpm,It can also be argued that Democrats did so well compared to every other incumbent political party globally post-pandemic because quite a few Americans recognized the threat posed by Trump so they voted blue despite how many people were calling us genocide supporters and fossil fuel industry shills.,MAGA Climate Deception,MAGA Climate Deception,82,"want, climate, change, put, political","republicans, democrats, republican, republicans climate, party, gop, republican party, dems, controlling, control weather",26_republicans_democrats_republican_republicans climate,TRUE,TRUE,TRUE,TRUE,Yes,Yes,No,No,,,,
